controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_range_m,progress,decision_us
flywire_bilateral_3d,dense,12006,True,False,False,192,15.36,64.18483897557475,2.5743594992073207,0.9755216875373619,339.99393902680214
flywire_bilateral_3d,dense,12007,True,False,False,214,17.12,69.74263871533535,2.50451620800582,0.9770515410456319,338.52858708248795
flywire_bilateral_3d,dense,12008,True,False,False,232,18.56,70.42546869973123,1.615505740896135,0.9750876238970528,353.94810326798853
flywire_bilateral_3d,dense,12009,True,False,False,275,22.0,81.13842358764688,2.6969093099546706,0.97883084408806,348.7039522521875
flywire_bilateral_3d,dense,12010,True,False,False,231,18.48,69.43495550023094,1.9202965044446176,0.9756963184692521,362.99394068683125
flywire_bilateral_3d,dense,12011,True,False,False,285,22.8,86.3828243103145,2.7208003168160166,0.9787650298253278,348.2799834097948
flywire_bilateral_3d,dense,12012,True,False,False,239,19.12,68.60082221872317,1.1336996841215727,0.976996671203762,352.96081468875997
flywire_bilateral_3d,dense,12013,True,False,False,202,16.16,66.32586513468047,2.688202747392851,0.9761345667007322,362.29151860110017
flywire_bilateral_3d,dense,12014,True,False,False,210,16.8,68.19948583297302,2.7446044313091855,0.9751263377769245,346.3894206409653
flywire_bilateral_3d,dense,12015,True,False,False,232,18.56,70.54956803842104,1.8772319756162548,0.9755593887833236,339.2127282809113
classical_vfh_3d,dense,12000,True,False,False,273,21.84,59.57985991372927,0.10467982026728917,0.979762259262693,76.40216806596452
classical_vfh_3d,dense,12001,True,False,False,225,18.0,59.745279512218005,0.15999279757034524,0.9789283586253598,72.72855171726809
classical_vfh_3d,dense,12002,True,False,False,194,15.52,59.283522100489336,0.058015784818419736,0.9799708201988847,75.790016988734
classical_vfh_3d,dense,12003,True,False,False,234,18.72,59.74428483338314,0.2687554810030197,0.9759152833131063,73.31766149339576
classical_vfh_3d,dense,12004,True,False,False,220,17.6,59.56868078994591,0.14338658428440487,0.9753321164659756,71.38824148569256
classical_vfh_3d,dense,12005,True,False,False,208,16.64,59.54892418380994,0.1940439029300185,0.9750824488597855,71.66929096386481
classical_vfh_3d,dense,12006,True,False,False,255,20.400000000000002,59.69042696125562,0.24904438881251467,0.9790949096848581,73.0035349489281
classical_vfh_3d,dense,12007,True,False,False,306,24.48,59.441822712849756,0.17714879961821328,0.9781315054737648,72.9245201036261
classical_vfh_3d,dense,12008,True,False,False,209,16.72,59.629191067181736,0.21900592041432976,0.9763231864945442,76.30334988806807
classical_vfh_3d,dense,12009,True,False,False,237,18.96,59.54510243001418,0.07343931186936414,0.9777594999818813,73.21765201307738
classical_vfh_3d,dense,12010,True,False,False,210,16.8,59.24169407875791,0.03484614699099797,0.9768958566534275,78.75075236716796
classical_vfh_3d,dense,12011,True,False,False,191,15.280000000000001,59.64296572845587,0.025765328914573393,0.975452438392552,76.28574290834563
classical_vfh_3d,dense,12012,True,False,False,221,17.68,59.67257449447579,0.21642780018622698,0.9783181586308555,71.68345634796029
classical_vfh_3d,dense,12013,True,False,False,193,15.44,59.24445303250347,0.2122125064119964,0.9791892231159031,76.15214089472137
classical_vfh_3d,dense,12014,True,False,False,227,18.16,59.76248208036683,0.14723856088585885,0.9789117091469738,71.95962595010775
classical_vfh_3d,dense,12015,True,False,False,227,18.16,59.953104034498786,0.11473741588324815,0.980492931368426,69.84483700918469
