controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_clearance_m,progress,decision_us
modified_fly,dense,7006,True,False,False,300,24.0,69.40717223101147,0.8458574465717197,0.9807185822356788,64.50800011710574
modified_fly,dense,7007,True,False,False,332,26.560000000000002,79.78976849279555,0.5494691289062508,0.9803265890050816,67.90030023562778
modified_fly,dense,7008,True,False,False,448,35.84,92.73599919223447,0.2979801813420786,0.9782513464493542,68.21182978455909
modified_fly,dense,7009,True,False,False,239,19.12,62.788056533674,1.6652442537970964,0.9780323175507368,66.71171505335391
modified_fly,dense,7010,True,False,False,272,21.76,69.9595246248416,1.8414141038784846,0.977327813520696,63.83088111761026
modified_fly,dense,7011,True,False,False,270,21.6,68.41799260587875,1.160982521870549,0.9769394832229249,63.74814784740684
modified_fly,dense,7012,True,False,False,269,21.52,65.21903468610498,0.55586239064776,0.9775174994959477,65.0691468749874
modified_fly,dense,7013,True,False,False,325,26.0,75.879542302989,0.7728525255658718,0.976871811740418,64.67046135535034
modified_fly,dense,7014,True,False,False,452,36.160000000000004,97.27713903578984,0.11127797183261201,0.9801021079501443,64.3980081128245
modified_fly,dense,7015,True,False,False,344,27.52,86.24260832444283,0.8189753628881025,0.976515291745284,64.31744225474812
modified_fly,dense,7016,True,False,False,309,24.72,74.04168630711217,1.451405553366825,0.9800184957512509,64.43333371638842
modified_fly,dense,7017,True,False,False,270,21.6,67.20669918820128,0.7164589857138115,0.9767870361302748,64.69333300763672
